timestamp,electrode,s1,s2,s3,s4,s5,intuitive
1745181620955,1,296,198,6833,16410,95,0
1745181620956,4,-14226,-29665,-14537,-18069,-15506,0
1745181621013,3,26752,-32177,-12169,-14210,-32196,0
1745181621013,2,-18562,32766,-57,10112,32759,0
1745181621028,0,14205,32755,-2937,18560,32516,0
1745181621028,1,4373,4901,-31790,4128,109,0
1745181621029,4,-2439,27596,-29162,-10385,-31038,0
1745181621043,3,-22404,-32506,760,10366,-32508,0
1745181621043,2,10111,32499,-10921,6013,32215,0
1745181621044,0,-26753,32492,-185,22657,32263,0
1745181621045,1,0,10168,258,28687,6,0
1745181621046,4,14204,31963,-18313,-1930,-32132,0
1745181621088,3,14205,32712,4408,-30850,31925,0
1745181621089,2,18303,32228,-13481,-10372,31938,0
1745181621089,0,26495,31437,-14409,-14467,31953,0
1745181621090,1,-28658,1814,19745,13,256,0
1745181621091,4,10371,31376,27863,-21870,-30646,0
1745181621178,3,10113,31948,-1017,-6273,30898,0
1745181621179,2,-22661,31672,-22649,-14471,31401,0
1745181621179,0,22396,32209,-11913,1917,31955,0
1745181621180,1,-12019,9447,24497,8198,57,0
1745181621180,4,-26750,28263,-20121,-14459,30718,0
1745181621181,3,-10372,30903,-23737,22398,31189,0
1745181621182,2,10105,30877,-30729,-22663,30864,0
1745181621182,0,1914,31401,-17545,26493,32228,0
1745181621183,1,13076,8708,-9088,-32743,232,0
1745181621184,4,6007,31633,19080,18570,-31693,0
1745181621223,3,-14470,31955,-28649,14204,32509,0
1745181621224,2,14201,31386,-23433,-10374,31668,0
1745181621224,0,18298,31917,-16025,-2181,31961,0
1745181621225,1,-15860,5973,18624,20493,71,0
1745181621226,4,-18825,-30549,-21991,1910,-23335,0
1745181621268,3,6007,32720,-24297,-26761,-32325,0
1745181621268,2,-6279,31391,-19577,14203,31936,0
1745181621270,0,-22663,31911,-13993,14204,31927,0
1745181621283,1,-7655,5310,12705,20509,94,0
1745181621284,4,-10650,31485,26871,30581,-25421,0
1745181621313,3,-18571,31870,-14713,-14472,32136,0
1745181621403,2,-6278,31676,-15225,30588,31670,0
1745181621403,0,-6279,31687,-22729,6013,31942,0
1745181621448,1,24605,2654,-20878,20517,121,0
1745181621448,4,-22686,-31699,-8633,18806,-19355,0
1745181621449,3,-2181,31372,-9625,6014,31138,0
1745181621450,2,14205,31689,-13929,1917,31687,0
1745181621451,0,-10375,31402,-21049,-10373,31427,0
1745181621451,1,20519,2730,-10959,-4086,0,0
1745181621452,4,10101,30396,18599,-25980,-23967,0
1745181621452,3,-2179,30097,-27177,30588,30898,0
1745181621453,2,18301,31955,-10585,-14468,32190,0
1745181621454,0,30588,31426,-24105,-14470,31669,0
1745181621455,1,28694,2563,-16159,24591,0,0
1745181621463,4,-10116,30833,-2122,18818,-29520,0
1745181621463,3,26491,30649,29095,18300,30948,0
1745181621464,2,-14471,31402,-25401,14202,31135,0
1745181621465,0,-6280,31111,-24169,18298,31131,0
1745181621465,1,-4091,6879,10640,0,9,0
1745181621466,4,26756,30584,-31321,15267,-32179,0
1745181621538,3,-6279,32484,-15513,-6019,32526,0
1745181621539,2,6013,32480,-6089,-14466,32492,0
1745181621539,0,30587,32177,-2009,1919,31686,0
1745181621540,1,-20222,10432,1057,0,6,0
1745181621541,4,-30860,28846,-8490,-29002,-26298,0
1745181621553,3,-10371,-31752,4152,14203,-32307,0
1745181621554,2,2177,32514,488,30591,32756,0
1745181621554,0,-26754,31940,-9545,26493,32475,0
1745181621555,1,0,9392,32001,-8182,76,0
1745181621556,4,30316,25440,-8554,18285,-31927,0
1745181621598,3,-30851,32423,8392,-22659,32147,0
1745181621599,2,2177,32514,-6361,-26755,32222,0
1745181621599,0,-22659,32223,-12105,-26755,31697,0
1745181621600,1,29481,7178,1392,-4085,129,0
1745181621601,4,6030,-30539,-1493,-30813,-24987,0
1745181621643,3,-2177,31685,-8169,-26753,31166,0
1745181621644,2,-10371,32227,-10057,26494,32225,0
1745181621645,0,6013,32224,-21225,10106,31665,0
1745181621658,1,25138,1827,-496,-20453,107,0
1745181621659,4,1651,28295,1527,-22940,-21434,0
1745181621733,3,-26753,31482,-26137,-30850,31473,0
1745181621734,2,-14469,31423,-21001,-26757,31945,0
1745181621734,0,-2182,31962,-23193,-26756,31971,0
1745181621735,1,20783,1224,-16511,4127,91,0
1745181621736,4,-6287,30261,-18553,-22161,-17773,0
1745181621736,3,-6278,31722,-32665,26491,32506,0
1745181621737,2,6010,31129,-24505,10106,31925,0
1745181621738,0,-26759,31122,-18473,-6278,31393,0
1745181621748,1,8212,4234,-9135,21,71,0
1745181621749,4,1892,31292,11559,2163,-27455,0
1745181621823,3,1912,32168,-25305,-18570,32194,0
1745181621823,2,14204,31410,-22217,-22662,31410,0
1745181621824,0,-26759,31386,-23753,-10375,31152,0
1745181621825,1,0,9907,-14863,24581,0,0
1745181621826,4,2429,-28837,-11770,-13200,-15022,0
1745181621838,3,-26759,32150,-4569,10106,31343,0
1745181621839,2,18299,31676,-19481,14203,31417,0
1745181621839,0,-14469,31402,-18105,14202,31389,0
1745181621840,1,8205,2366,14720,24578,0,0
1745181621841,4,18035,28583,-19737,1906,-31554,0
1745181621883,3,30588,30038,-15289,18302,29544,0
1745181621988,2,6010,31096,-21737,30585,30587,0
1745181622003,0,22394,30587,-26777,10106,30856,0
1745181622018,1,4,4019,18608,0,7,0
1745181622019,4,-31097,26879,13096,-13648,-32598,0
1745181622019,3,10107,30359,31591,-6276,30669,0
1745181622020,2,-30854,31674,-24457,1913,31389,0
1745181622021,0,-10376,30866,-32345,1913,31123,0
1745181622022,1,-11757,7398,-31840,12313,204,0
1745181622023,4,22133,28415,-30953,-1923,-24793,0
1745181622033,3,26489,31186,24055,-18569,31421,0
1745181622048,2,18297,31383,-20697,10106,31120,0
1745181622049,0,14200,31367,-26841,22391,30852,0
1745181622049,1,16925,4549,23120,24599,137,0
1745181622050,4,9858,29128,17720,-30594,-27561,0
1745181622051,3,-14476,31921,30903,-14475,32436,0
1745181622051,2,-22664,30872,-29705,1913,31374,0
1745181622052,0,-2186,30837,-30553,-6281,31113,0
1745181622052,1,8453,2894,-26848,-12267,71,0
1745181622053,4,-22943,-32755,1672,-1933,-26225,0
1745181622078,3,-26762,31883,-21417,-18569,32130,0
1745181622079,2,-2183,31140,-27721,-18568,30859,0
1745181622079,0,30584,30855,31239,26488,31398,0
1745181622108,1,-4064,593,26113,-20463,11,0
1745181622108,4,-18572,-26501,2664,26472,-15982,0
1745181622110,3,-18570,31067,-24153,26488,29783,0
1745181622138,2,6010,31135,-32217,30585,30880,0
1745181622139,0,6007,30582,27751,14199,30584,0
1745181622139,1,-20440,209,27649,24610,61,0
1745181622141,4,18277,-14151,9067,30838,-32057,0
1745181622198,3,30587,29831,-31897,-2180,30381,0
1745181622199,2,18296,31132,-26409,1914,31401,0
1745181622199,0,10104,30897,25575,26489,31153,0
1745181622200,1,8235,7575,17299,4131,0,0
1745181622201,4,-6287,29574,-24762,6526,-30009,0
1745181622213,3,-26497,31502,-22521,-22402,31749,0
1745181622214,2,18302,32480,-761,6016,32500,0
1745181622214,0,26494,32233,-6185,14205,32472,0
1745181622215,1,-32755,8846,16834,16401,547,0
1745181622216,4,19083,29081,-30410,22661,-31275,0
1745181622288,3,26491,32760,-9881,-10371,-32520,0
1745181622289,2,30591,32753,3288,30592,32500,0
1745181622289,0,6013,32200,72,-6273,32225,0
1745181622290,1,-24053,12551,-10239,0,256,0
1745181622291,4,1926,28575,2408,-5201,-31709,0
1745181622303,3,-6278,-32039,1352,-6278,-32569,0
1745181622304,2,-22658,32756,-5801,-14467,32486,0
1745181622304,0,22397,32451,-8617,-10373,32196,0
1745181622305,1,-4091,7156,-19824,20484,88,0
1745181622306,4,26486,30412,-26905,26483,-31941,0
1745181622378,3,-30854,32124,11768,14205,31606,0
1745181622379,2,18301,31949,-11529,30588,31950,0
1745181622379,0,6013,31933,-14553,22395,31658,0
1745181622380,1,16932,5219,0,6,89,0
1745181622381,4,1665,28595,-17014,-30806,-26156,0
1745181622393,3,10110,30355,-19337,30591,30374,0
1745181622394,2,22396,31401,-23017,-26757,31417,0
1745181622395,0,-2183,30879,27911,-14472,31136,0
1745181622408,1,-3532,3655,4114,12597,8,0
1745181622409,4,-18834,30548,7960,-10113,-29262,0
1745181622439,3,-26757,31445,31239,-18307,30984,0
1745181622454,2,-22659,32207,-12857,-22659,31979,0
1745181622468,0,22392,31389,-28201,-22662,31690,0
1745181622469,1,16677,160,29184,-24548,198,0
1745181622470,4,26473,-23519,-25879,31080,-20208,0
1745181622528,3,10106,31461,21847,10104,32500,0
1745181622558,2,30588,31694,-17769,6013,32476,0
1745181622559,0,-10373,31432,-23097,-14470,31391,0
1745181622559,1,-12264,4061,-20799,17,38,0
1745181622560,4,-30880,30259,-21994,-6040,-28350,0
1745181622561,3,26489,32213,-24473,26488,32174,0
1745181622561,2,14205,32212,-13017,-30851,31961,0
1745181622562,0,22394,31130,-25513,-6279,30874,0
1745181622563,1,-16379,7187,23442,8208,0,0
1745181622563,4,18818,-30279,-16938,2167,32650,0
1745181622588,3,-2183,31346,-9273,-14472,31340,0
1745181622588,2,14204,31949,-12793,-14468,31678,0
1745181622589,0,-26759,30857,-18473,-18565,31401,0
1745181622590,1,12300,7254,-16432,0,10,0
1745181622591,4,18566,32361,-5112,-26227,-27067,0
1745181622634,3,10112,30621,-8937,-18563,31128,0
1745181622634,2,-10371,31962,-11113,14205,31951,0
1745181622635,0,-22660,30629,-25369,-22662,31394,0
1745181622678,1,-8190,5888,-7247,16396,109,0
1745181622679,4,15529,-31374,-28905,31117,-30142,0
1745181622679,3,6013,30898,-22745,-30851,31448,0
1745181622680,2,6012,31942,-13401,30588,31933,0
1745181622681,0,6009,31662,-22857,1914,31928,0
1745181622681,1,29200,8365,-24272,24599,252,0
1745181622682,4,18023,28022,18775,-30598,-29527,0
1745181622738,3,-22661,31445,-32585,22394,31979,0
1745181622739,2,-26757,31421,-24633,-30854,31137,0
1745181622739,0,-22663,31909,-12553,-30854,31390,0
1745181622740,1,-19945,6618,20752,20505,180,0
1745181622741,4,-31114,30526,-27000,-10123,-27014,0
1745181622783,3,6008,31940,-30249,10102,32179,0
1745181622798,2,-26757,31675,-25065,10106,31677,0
1745181622799,0,-18567,31385,-29929,-30855,31146,0
1745181622799,1,-3570,5300,-19040,-12262,98,0
1745181622800,4,9834,32662,-17913,18280,-31053,0
1745181622829,3,26485,32117,-10473,14200,31606,0
1745181622858,2,10107,31682,-15177,6013,31941,0
1745181622858,0,10104,31117,-19017,-6278,30613,0
1745181622859,1,28962,19,-8015,-8154,126,0
1745181622860,4,-14486,-27360,24216,18805,-27618,0
1745181622860,3,14202,31901,-8505,22398,31660,0
1745181622861,2,-14469,32194,-11513,30588,32466,0
1745181622862,0,26490,31682,-23481,26492,32209,0
1745181622873,1,28707,601,-17519,16408,33,0
1745181622874,4,10343,-25780,-3658,-14221,-29192,0
1745181622918,3,-2173,31455,-8921,22659,31804,0
1745181622919,2,-26752,32497,-3321,-10112,-32735,0
1745181622919,0,-22400,32263,-7225,30848,-32712,0
1745181622920,1,-32733,4219,10882,12312,512,0
1745181622921,4,18558,31437,-9898,15224,-15382,0
1745181622963,3,-30587,32590,-8537,-26493,-32417,0
1745181622964,2,10369,-32494,7016,-26495,-32232,0
1745181622965,0,-30591,-32735,-3849,-14208,-32478,0
1745181622993,1,-7922,9028,31665,-20473,0,0
1745181623023,4,6005,26738,25958,10359,-29161,0
1745181623024,3,30847,-31678,2072,-6017,-31418,0
1745181623024,2,-6017,-32508,7096,2178,-32222,0
1745181623025,0,-14465,-32524,4168,10368,-32510,0
1745181623026,1,-28155,11791,21793,-12287,52,0
1745181623039,4,-6528,28926,7559,26484,-31503,0
1745181623053,3,6013,-31242,15272,22398,-32017,0
1745181623054,2,18560,-32754,5592,-1919,-32218,0
1745181623083,0,30591,-32532,3368,-6017,-32765,0
1745181623084,1,8202,4554,16481,-28667,85,0
1745181623113,4,14215,30831,-7944,10378,-27873,0
1745181623143,3,14207,-32590,10424,-10370,32701,0
1745181623158,2,-22657,32477,-8409,-2179,32490,0
1745181623158,0,-18562,32462,-5337,-22659,32471,0
1745181623159,1,-28152,7048,-19440,24587,6,0
1745181623160,4,10160,30048,13048,-26752,-29238,0
1745181623160,3,14209,32198,4440,-10367,32248,0
1745181623161,2,-14466,-32525,3688,-18304,32518,0
1745181623162,0,-18562,-32517,-1625,-26496,32279,0
1745181623162,1,16939,1912,-19504,16683,7,0
1745181623163,4,5741,-29858,-8087,10106,-28990,0
1745181623203,3,26756,32584,-4985,-14207,32564,0
1745181623204,2,-18304,-32490,8232,6274,-32505,0
1745181623204,0,22656,-32474,-1913,2176,32528,0
1745181623205,1,29231,793,25057,24611,135,0
1745181623206,4,-22679,-31382,29079,-1941,-21280,0
1745181623278,3,2175,32291,-15769,30847,-31932,0
1745181623279,2,30850,-32460,1816,26497,32766,0
1745181623279,0,22398,32501,-4521,6014,-32545,0
1745181623280,1,-28118,7450,-17470,-20450,191,0
1745181623281,4,-1930,-31977,167,14438,-28349,0
1745181623282,3,14461,-31966,4600,-6276,-32279,0
1745181623293,2,2177,-32754,2136,-6272,32765,0
1745181623293,0,30848,-32765,3688,18304,32487,0
1745181623308,1,-24554,9579,-16318,20497,0,0
1745181623309,4,27005,31240,15910,14713,-30856,0
1745181623353,3,6017,-31756,14600,26495,32459,0
1745181623354,2,14467,-32221,16552,-6013,-32211,0
1745181623354,0,-26494,-32756,3320,-14208,32265,0
1745181623368,1,28690,9587,12865,0,256,0
1745181623383,4,14465,29708,24471,23975,-25014,0
1745181623384,3,-2174,32468,14904,-18557,32502,0
1745181623384,2,-18301,-31957,17736,-10109,-31948,0
1745181623385,0,6017,32496,3032,-14207,-32486,0
1745181623386,1,-28406,11173,-9743,-32758,64,0
1745181623387,4,6018,27094,-29817,-18558,31056,0
1745181623443,3,-10364,31467,-8057,30850,31768,0
1745181623444,2,26496,32750,-169,26752,-32755,0
1745181623444,0,-22657,32739,-569,-30593,-32767,0
1745181623445,1,8453,7114,29424,-16364,252,0
1745181623446,4,1966,24455,-5257,-22648,30907,0
1745181623473,3,30850,-32423,-8457,-6016,-32451,0
1745181623474,2,2178,-32216,4440,2178,-32206,0
1745181623474,0,-6016,-32742,2488,-22400,-32768,0
1745181623475,1,-31970,6423,31968,-16355,248,0
1745181623476,4,-10642,28510,24407,6260,-23640,0
1745181623518,3,26747,-32233,-5385,-10116,-31990,0
1745181623519,2,26752,-32493,7320,26497,32767,0
1745181623520,0,-14467,-32532,2440,-30848,32501,0
1745181623533,1,519,4886,10897,-24547,98,0
1745181623549,4,-22903,29361,27223,-14479,-24017,0
1745181623608,3,22395,-32304,5256,14204,-31790,0
1745181623609,2,6014,32481,-9161,-14467,32499,0
1745181623609,0,22399,32492,-3561,14208,32763,0
1745181623610,1,8489,162,9728,28690,116,0
1745181623611,4,1902,-30333,15160,-6037,-19269,0
1745181623611,3,-10367,-32266,25048,-14204,-32754,0
1745181623612,2,-30592,-32503,11048,6274,-31968,0
1745181623613,0,26752,-32757,8568,-22398,-32218,0
1745181623623,1,-28631,729,242,-16354,46,0
1745181623624,4,26480,27238,31846,22640,-29608,0
1745181623668,3,26757,32546,12040,-14202,-32405,0
1745181623669,2,6276,-31932,13784,10371,-32192,0
1745181623669,0,-10110,-32464,3096,-1918,-31925,0
1745181623670,1,-28653,3651,1970,24600,0,0
1745181623671,4,26735,-32659,26599,23677,-10578,0
1745181623713,3,-1915,-32423,6648,-6011,-32405,0
1745181623728,2,-6014,-31946,13672,-26493,-31934,0
1745181623729,0,6274,-31952,15272,-26493,-32474,0
1745181623729,1,4364,10300,29185,-8189,0,0
1745181623730,4,-18312,29729,28934,-9864,-30159,0
1745181623818,3,18560,-32469,-9801,10364,-32250,0
1745181623878,2,-18301,-31946,12040,26754,-31964,0
1745181623879,0,-18560,32215,-1273,-22658,32470,0
1745181623879,1,520,12719,19681,0,25,0
1745181623880,4,-2173,28788,-11466,6000,32197,0
1745181623881,3,-2181,-32577,-4281,18298,32692,0
1745181623881,2,26753,-32757,1400,1920,32506,0
1745181623882,0,22396,32194,-10473,18301,31941,0
1745181623883,1,4,5330,21121,-12277,137,0
1745181623883,4,6051,31643,-31720,-22402,-28077,0
1745181623884,3,-30853,-32587,13048,1919,32438,0
1745181623885,2,-30850,-32523,4888,1920,-32520,0
1745181623923,0,14205,32481,-4233,10111,32231,0
1745181623953,1,-15849,5254,-25088,20495,19,0
1745181623953,4,22133,30417,26872,26496,-26948,0
1745181623983,3,-6273,31680,-5369,-18561,31160,0
1745181623998,2,6014,32495,-8857,-30850,32227,0
1745181623999,0,10108,31956,-18729,22395,31686,0
1745181623999,1,8745,557,-25264,-12262,104,0
1745181624000,4,-6283,32298,-14921,22637,-27056,0
1745181624001,3,-6274,31184,-20329,18300,30922,0
1745181624001,2,-30852,32472,-9881,-26755,32238,0
1745181624002,0,14200,31669,-25881,30585,31669,0
1745181624002,1,12582,152,0,24590,233,0
1745181624003,4,-18572,-24820,-9027,30886,-22044,0
1745181624004,3,30586,32244,-31177,-14471,31968,0
1745181624005,2,1917,32219,-14281,-6276,32215,0
1745181624013,0,-6279,31151,-28729,-2183,31390,0
1745181624014,1,-4065,733,6161,-12260,121,0
1745181624029,4,-22698,-29320,28215,-26770,-28469,0
1745181624043,3,18297,32215,-23561,-26760,31935,0
1745181624044,2,-14467,32228,-12169,26493,31958,0
1745181624044,0,14203,31132,-23465,26491,30886,0
1745181624045,1,-28647,9881,-7758,24595,0,0
1745181624046,4,6520,-30865,-32634,23160,-25731,0
1745181624088,3,6009,31900,-14537,-30857,31593,0
1745181624089,2,26494,31970,-14409,-26756,31956,0
1745181624089,0,-10374,30877,-21817,6010,31122,0
1745181624090,1,16411,12399,-20046,20488,512,0
1745181624091,4,-13949,26671,-32506,18558,-29573,0
1745181624133,3,-2180,30865,-9545,-22659,31383,0
1745181624134,2,14205,31683,-11321,-18563,32213,0
1745181624134,0,-6277,31150,-24697,-22661,31415,0
1745181624135,1,4368,9282,32097,8202,128,0
1745181624136,4,-10899,23528,21638,10356,-32348,0
1745181624208,3,-18565,30331,-30809,-6276,30664,0
1745181624223,2,-30852,31941,-14169,-2181,31684,0
1745181624238,0,26489,31654,-24153,30585,31937,0
1745181624253,1,-7126,11528,-1728,20494,146,0
1745181624283,4,22677,30209,13447,-10389,29558,0
1745181624283,3,-26757,31966,-24921,2173,32010,0
1745181624284,2,-26755,32726,-1481,14207,32766,0
1745181624285,0,26488,31632,-25321,30585,31667,0
1745181624286,1,-23778,5634,18848,16404,145,0
1745181624286,4,-22924,28806,9512,26484,-24597,0
